,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Security Code
201,Tata Elxsi Ltd,TATAELXSI,Tata Elxsi Ltd.,Active,A ,10,INE670A01012,IT Software Products,Equity,500408
202,ACC Ltd,ACC,Acc Ltd.,Active,A ,10,INE012A01025,Cement & Cement Products,Equity,500410
203,Thermax Ltd.,THERMAX,Thermax Ltd.,Active,A ,2,INE152A01029,Heavy Electrical Equipment,Equity,500411
204,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,Thirumalai Chemicals Ltd.,Active,A ,1,INE338A01024,Commodity Chemicals,Equity,500412
205,"Thomas Cook (India) Ltd.,",THOMASCOOK,Thomas Cook (India) Ltd.,Active,A ,1,INE332A01027,Travel Support Services,Equity,500413
206,Timex Group India Ltd,TIMEX,Timex Group India Ltd.-$,Active,X ,1,INE064A01026,Other Apparels & Accessories,Equity,500414
207,Tokyo Plast International Ltd.,TOKYOPLAST,Tokyo Plast International Ltd.,Active,B ,10,INE932C01012,Plastic Products,Equity,500418
208,Torrent Pharmaceuticals Ltd.,TORNTPHARM,Torrent Pharmaceuticals Ltd.,Active,A ,5,INE685A01028,Pharmaceuticals,Equity,500420
209,Transchem Limited.,TRANSCHEM,Transchem Ltd.-$,Active,X ,10,INE019B01010,Pharmaceuticals,Equity,500422
210,Ambuja Cements Ltd.,AMBUJACEM,Ambuja Cements Ltd.,Active,A ,2,INE079A01024,Cement & Cement Products,Equity,500425
211,UTL Industries Limited,UTLINDS,Utl Industries Limited,Active,X ,1,INE184E01024,Realty,Equity,500426
212,Uniphos Enterprises Limited.,UNIPHOS,Uniphos Enterprises Ltd.,Active,B ,2,INE037A01022,Comm.Trading  & Distribution,Equity,500429
213,Vardhman Holdings Limited,VHL,Vardhman Holdings Ltd.,Active,B ,10,INE701A01023,Finance (including NBFCs),Equity,500439
214,Hindalco Industries Ltd.,HINDALCO,Hindalco Industries Ltd.,Active,A ,1,INE038A01020,Aluminium,Equity,500440
215,West Coast Paper Mills Limited,WSTCSTPAPR,West Coast Paper Mills Ltd.,Active,A ,2,INE976A01021,Paper & Paper Products,Equity,500444
216,"Hindustan Organic Chemicals Ltd.,",HOCL,Hindustan Organic Chemicals Ltd.,Active,B ,10,INE048A01011,Commodity Chemicals,Equity,500449
217,MPIL CORPORATION LIMITED,MPILCORPL,Mpil Corporation Ltd.,Active,X ,10,INE844C01027,Other Financial Services,Equity,500450
218,Pasupati Acrylon Ltd.,PASUPTAC,Pasupati Acrylon Ltd.,Active,X ,10,INE818B01023,Fibres & Plastics,Equity,500456
219,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10,INE601A01017,Other Food Products,Equity,500458
220,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,Active,A ,10,INE179A01014,Personal Products,Equity,500459
221,"Mukand Ltd.,",MUKANDLTD,Mukand Ltd.,Active,T ,10,INE304A01026,Iron & Steel/Interm.Products,Equity,500460
222,AGC Networks Limited,AGCNET,Agc Networks Limited,Active,T ,10,INE676A01019,IT Consulting & Software,Equity,500463
223,"Ucal Fuel Systems Ltd.,",UCALFUEL,Ucal Fuel Systems Ltd.,Active,B ,10,INE139B01016,Auto Parts & Equipment,Equity,500464
224,"Harrisons Malayalam Ltd.,",HARRMALAYA,Harrisons Malayalam Ltd.,Active,B ,10,INE544A01019,Auto Tyres & Rubber Products,Equity,500467
225,Federal Bank Ltd.,FEDERALBNK,Federal Bank Ltd.,Active,A ,2,INE171A01029,Banks,Equity,500469
226,TATA STEEL LIMITED,TATASTEEL,Tata Steel Ltd.,Active,A ,10,INE081A01012,Iron & Steel/Interm.Products,Equity,500470
227,SKF India Ltd.,SKFINDIA,Skf India Ltd,Active,A ,10,INE640A01023,Other Industrial Goods,Equity,500472
228,"Ashok Leyland Ltd.,",ASHOKLEY,Ashok Leyland Ltd.,Active,A ,1,INE208A01029,Commercial Vehicles,Equity,500477
229,"Cummins India Ltd.,",CUMMINSIND,Cummins India Ltd.,Active,A ,2,INE298A01020,Industrial Machinery,Equity,500480
230,Tata Communications Limited,TATACOMM,Tata Communications Ltd.,Active,A ,10,INE151A01013,Telecom - Alternate Carriers,Equity,500483
231,Abbott India Ltd.,ABBOTINDIA,Abbott India Ltd.,Active,A ,10,INE358A01014,Pharmaceuticals,Equity,500488
232,Bajaj Holdings & Investment Limited,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Active,A ,10,INE118A01012,Holding Companies,Equity,500490
233,Bharat Forge Ltd,BHARATFORG,Bharat Forge Ltd.,Active,A ,2,INE465A01025,Other Industrial Products,Equity,500493
234,"Escorts Limited,",ESCORTS,Escorts Ltd.,Active,A ,10,INE042A01014,Commercial Vehicles,Equity,500495
235,"Hindustan Motors Ltd.,",HINDMOTORS,Hindustan Motors Ltd.,Active,B ,5,INE253A01025,Cars & Utility Vehicles,Equity,500500
236,Larsen & Toubro Limited,LT,Larsen & Toubro Ltd.,Active,A ,2,INE018A01030,Construction & Engineering,Equity,500510
237,Mahindra & Mahindra Ltd.,M&M,Mahindra & Mahindra Ltd.,Active,A ,5,INE101A01026,Cars & Utility Vehicles,Equity,500520
238,Bosch Ltd,BOSCHLTD,Bosch Ltd.,Active,A ,10,INE323A01026,Auto Parts & Equipment,Equity,500530
239,Premier Limited,PREMIER,Premier Ltd.,Active,B ,10,INE342A01018,Industrial Machinery,Equity,500540
240,"Bharat Petroleum Corpn. Ltd.,",BPCL,Bharat Petroleum Corporation Ltd.,Active,A ,10,INE029A01011,Refineries/ Petro-Products,Equity,500547
241,"Siemens Ltd.,",SIEMENS,Siemens Ltd.,Active,A ,2,INE003A01024,Heavy Electrical Equipment,Equity,500550
242,Tata Motors Ltd.,TATAMOTORS,Tata Motors Ltd.,Active,A ,2,INE155A01022,Commercial Vehicles,Equity,500570
243,"Voltas Ltd.,",VOLTAS,Voltas Ltd.,Active,A ,1,INE226A01021,Consumer Electronics,Equity,500575
244,"Great Eastern Shipping Co. Ltd.,",GESHIP,Great Eastern Shipping Co.Ltd.,Active,A ,10,INE017A01032,Shipping,Equity,500620
245,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd.,Active,T ,10,INE501A01019,Commodity Chemicals,Equity,500645
246,"Excell Industries Ltd.,",EXCELINDUS,Excel Industries Ltd.,Active,A ,5,INE369A01029,Specialty Chemicals,Equity,500650
247,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,T ,10,INE291A01017,Commodity Chemicals,Equity,500655
248,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Active,A ,10,INE159A01016,Pharmaceuticals,Equity,500660
249,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Active,A ,10,INE113A01013,Fertilizers,Equity,500670
250,Novartis India Limited.,NOVARTIND,Novartis India Ltd.,Active,A ,5,INE234A01025,Pharmaceuticals,Equity,500672
251,Sanofi India Ltd,SANOFI,Sanofi India Ltd,Active,A ,10,INE058A01010,Pharmaceuticals,Equity,500674
252,"Pfizer Ltd.,",PFIZER,Pfizer Ltd.,Active,A ,10,INE182A01018,Pharmaceuticals,Equity,500680
253,Gujarat State Fertilizers & Chem.Ltd,GSFC,Gujarat State Fertilizers & Chemicals Ltd.,Active,A ,2,INE026A01025,Fertilizers,Equity,500690
254,"Hindustan Unilever Ltd.,",HINDUNILVR,Hindustan Unilever Ltd.,Active,A ,1,INE030A01027,Personal Products,Equity,500696
255,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Active,A ,10,INE133A01011,Furniture-Furnishing-Paints,Equity,500710
256,NOCIL Ltd,NOCIL,Nocil Ltd.,Active,A ,10,INE163A01018,Specialty Chemicals,Equity,500730
257,Tata Chemicals Ltd,TATACHEM,Tata Chemicals Ltd.,Active,A ,10,INE092A01019,Commodity Chemicals,Equity,500770
258,Tamilnadu Petroproducts Ltd,TNPETRO,Tamilnadu Petroproducts Ltd.,Active,B ,10,INE148A01019,Commodity Chemicals,Equity,500777
259,Zuari Global Limited,ZUARIGLOB,Zuari Global Ltd.,Active,T ,10,INE217A01012,Fertilizers,Equity,500780
260,Nestle India Ltd.,NESTLEIND,Nestle India Ltd.,Active,A ,10,INE239A01016,Packaged Foods,Equity,500790
261,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A ,1,INE192A01025,Tea & Coffee,Equity,500800
262,Asian Paints Ltd.,ASIANPAINT,Asian Paints Ltd.,Active,A ,1,INE021A01026,Furniture-Furnishing-Paints,Equity,500820
263,"Britannia Industries Ltd.,",BRITANNIA,Britannia Industries Ltd.,Active,A ,1,INE216A01030,Packaged Foods,Equity,500825
264,"Colgate-Palmolive (India) Ltd.,",COLPAL,Colgate-Palmolive (India) Ltd.,Active,A ,1,INE259A01022,Personal Products,Equity,500830
265,EIH Ltd,EIHOTEL,Eih Ltd.,Active,A ,2,INE230A01023,Hotels,Equity,500840
266,Indian Hotels Co. Ltd,INDHOTEL,Indian Hotels Co.Ltd.,Active,A ,1,INE053A01029,Hotels,Equity,500850
267,Castrol India Ltd,CASTROLIND,Castrol India Ltd.,Active,A ,5,INE172A01027,Oil Marketing & Distribution,Equity,500870
268,ITC Ltd,ITC,ITC Ltd.,Active,A ,1,INE154A01025,Cigarettes-Tobacco Products,Equity,500875
269,Apollo Tyres Ltd,APOLLOTYRE,Apollo Tyres Ltd.,Active,A ,1,INE438A01022,Auto Tyres & Rubber Products,Equity,500877
270,"Ceat Ltd.,",CEATLTD,Ceat Ltd.,Active,A ,10,INE482A01020,Auto Tyres & Rubber Products,Equity,500878
271,"Modi Rubber Ltd.,",MODIRUBBER,Modi Rubber Ltd.,Active,T ,10,INE832A01018,Auto Tyres & Rubber Products,Equity,500890
272,Finolex Industries Ltd.,FINOLEXIND,Finolex Industries Ltd.,Active,A ,2,INE183A01024,Plastic Products,Equity,500940
273,"Sunrise Industrial Traders Ltd.,",SUNRINV,Sunrise Industrial Traders Ltd.,Active,XT,10,INE371U01015,Other Financial Services,Equity,501110
274,"Gold Rock Investments Ltd.,",ZGOLDINV,Gold Rock Investments Ltd.,Active,XT,10,INE598F01014,Comm.Trading  & Distribution,Equity,501111
275,"Peoples Investments Ltd.,",PEOPLIN,Peoples Investments Ltd.,Active,XT,10,INE644U01015,Misc.Commercial Services,Equity,501144
276,"Dalal Street Investments Ltd.,",DSINVEST,Dalal Street Investments Ltd.,Active,XT,10,INE422D01012,Investment Companies,Equity,501148
277,Centrum Capital Limited,CENTRUM,Centrum Capital Ltd.,Active,B ,1,INE660C01027,Other Financial Services,Equity,501150
278,"Kartik Investments Trust Ltd.,",KARTKIN,Kartik Investments Trust Ltd.,Active,XT,10,INE524U01019,Other Financial Services,Equity,501151
279,TCI Finance Limited,TCIFINANCE,Tci Finance Ltd.,Active,B ,10,INE911B01018,Finance (including NBFCs),Equity,501242
280,Kratos Energy & Infrastructure Limited,KRATOSENER,Kratos Energy & Infrastructure Ltd.,Active,XT,10,INE567L01017,Other Financial Services,Equity,501261
281,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10,INE825M01017,Realty,Equity,501270
282,"Industrial Investment Trust Ltd.,",IITL,Industrial Investment Trust Ltd.,Active,B ,10,INE886A01014,Finance (including NBFCs),Equity,501295
283,Industrial & Prudential Inv. Co. Lt,INDPRUD,Industrial & Prudential Investments Co.Ltd.,Active,X ,10,INE620D01011,Investment Companies,Equity,501298
284,"Tata Investment Corporation Ltd.,",TATAINVEST,Tata Investment Corporation Ltd.,Active,A ,10,INE672A01018,Holding Companies,Equity,501301
285,"Jayabharat Credit Ltd.,",JAYBHCR,Jayabharat Credit Ltd.-$,Active,X ,10,INE998D01011,Finance (including NBFCs),Equity,501311
286,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Active,X ,10,INE286N01010,Comm.Trading  & Distribution,Equity,501314
287,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,Motor & General Finance Ltd.,Active,B ,5,INE861B01023,Finance (including NBFCs),Equity,501343
288,"Rapid Investments Ltd.,",RAPIDIN,Rapid Investments Ltd.,Active,XT,10,INE154M01012,Misc.Commercial Services,Equity,501351
289,Walchand Peoplefirst Limited,WALCHPF,Walchand Peoplefirst Ltd.,Active,X ,10,INE695D01021,Consulting Services,Equity,501370
290,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,Swastik Safe Deposit & Investments Ltd.,Active,XT,10,INE094R01019,Other Financial Services,Equity,501386
291,"W.H. Brady & Co. Ltd.,",WHBRADY,W.H.Brady & Co.Ltd.,Active,X ,10,INE855A01019,Comm.Trading  & Distribution,Equity,501391
292,TechNVision Ventures Limited,TECHNVISN,Technvision Ventures Ltd.,Active,XT,10,INE314H01012,IT Software Products,Equity,501421
293,Shaily Engineering Plastics Ltd.,SHAILY,Shaily Engineering Plastics Ltd.,Active,XT,10,INE151G01010,Plastic Products,Equity,501423
294,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,Bombay Burmah Trading Corp.Ltd.,Active,A ,2,INE050A01025,Tea & Coffee,Equity,501425
295,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,Bombay Cycle & Motor Agency Ltd.,Active,X ,10,INE691K01017,Comm.Trading  & Distribution,Equity,501430
296,Greaves Cotton Ltd.,GREAVESCOT,Greaves Cotton Ltd.,Active,A ,2,INE224A01026,Industrial Machinery,Equity,501455
297,"Muller & Phipps (India) Ltd.,",MULLER,Muller & Phipps (India) Ltd.,Active,XT,10,INE003F01015,Comm.Trading  & Distribution,Equity,501477
298,SPRINGFORM TECHNOLOGY LIMITED,SFTL,Springform Technology Ltd,Active,Y ,10,NA          ,Comm.Trading  & Distribution,Equity,501479
299,"Amalgamated Electricity Co. Ltd.,",AMALGAM,Amalgamated Electricity Co.Ltd.,Active,XT,5,INE492N01022,Misc.Commercial Services,Equity,501622
300,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,Active,XT,10,INE134R01013,Construction & Engineering,Equity,501630
301,India Nivesh Limited,INDIANVSH,Indianivesh Ltd.,Active,X ,1,INE131H01028,Finance (including NBFCs),Equity,501700
302,Coastal Corporation Limited,COASTCORP,Coastal Corporation Ltd.,Active,X ,10,INE377E01016,Packaged Foods,Equity,501831
303,"Chowgule Steamships Ltd.,",CHOWGULSTM,Chowgule Steamships Ltd.,Active,XT,10,INE490A01015,Shipping,Equity,501833
304,Global Offshore Services Ltd,GLOBOFFS,Global Offshore Services Ltd.-$,Active,XT,10,INE446C01013,Shipping,Equity,501848
305,Dhenu Buildcon Infra Limited,DHENUBUILD,Dhenu Buildcon Infra Ltd.,Active,X ,1,INE758D01027,Finance (including NBFCs),Equity,501945
306,ASI INDUSTRIES LIMITED,ASIIL,Asi Industries Ltd,Active,X ,1,INE443A01030,Mining,Equity,502015
307,Sagar Cements Ltd,SAGCEM,Sagar Cements Ltd.-$,Active,A ,10,INE229C01013,Cement & Cement Products,Equity,502090
308,"Deccan Cements Ltd.,",DECCANCE,Deccan Cements Ltd.-$,Active,B ,5,INE583C01021,Cement & Cement Products,Equity,502137
309,"Mangalam Cement Ltd.,",MANGLMCEM,Mangalam Cement Ltd.,Active,A ,10,INE347A01017,Cement & Cement Products,Equity,502157
310,"NCL Industries Limited,",NCLIND,Ncl Industries Ltd.-$,Active,A ,10,INE732C01016,Cement & Cement Products,Equity,502168
311,Saurashtra Cement Limited,SAURASHCEM,Saurashtra Cement Ltd.,Active,X ,10,INE626A01014,Cement & Cement Products,Equity,502175
312,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,Shree Digvijay Cement Co.Ltd.-$,Active,B ,10,INE232A01011,Cement & Cement Products,Equity,502180
313,"Bombay Potteries & Tiles Ltd.,",BOMBPOT,Bombay Potteries & Tiles Ltd.,Active,ZP,100,INE06AE01018,Realty,Equity,502216
314,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,T ,1,INE666D01022,Houseware,Equity,502219
315,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,Active,XT,10,INE347D01011,Construction Materials,Equity,502250
316,Raasi Refractories Limited.,RASSIREF,Raasi Refractories Ltd.-$,Active,XT,10,INE858D01017,Other Industrial Goods,Equity,502271
317,"Triveni Glass Ltd.,",TRIVENIGQ,Triveni Glass Ltd.-$,Active,X ,10,INE094C01011,Construction Materials,Equity,502281
318,Nilachal Refractories Ltd.,NILACHAL,Nilachal Refractories Ltd.,Active,X ,10,INE416N01013,Construction Materials,Equity,502294
319,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B ,10,INE435A01028,Paper & Paper Products,Equity,502330
320,"Balkrishna Industries Ltd.,",BALKRISIND,Balkrishna Industries Ltd.-$,Active,A ,2,INE787D01026,Auto Tyres & Rubber Products,Equity,502355
321,Orient Paper & Industries Ltd.,ORIENTPPR,Orient Paper & Industries Ltd.,Active,B ,1,INE592A01026,Paper & Paper Products,Equity,502420
322,Citadel Realty And Developers Limited,CITADEL,Citadel Realty And Developers Ltd.,Active,X ,10,INE906D01014,Realty,Equity,502445
323,"Rollatainters Ltd.,",ROLLT,Rollatainers Ltd.,Active,B ,1,INE927A01040,Containers & Packaging,Equity,502448
324,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,Seshasayee Paper & Boards Ltd.,Active,A ,2,INE630A01024,Paper & Paper Products,Equity,502450
325,"Solid Containers Ltd.,",SOLIDCO,Solid Containers Ltd.,Active,X ,10,INE134U01017,Paper & Paper Products,Equity,502460
326,"Shree Bhawani Paper Mills Ltd.,",SHBHAWPA,Shree Bhawani Paper Mills Ltd.,Active,Z ,10,INE688C01010,Paper & Paper Products,Equity,502563
327,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X ,10,INE777A01023,Paper & Paper Products,Equity,502587
328,"Vapi Paper Mills Ltd.,",VAPIPPR,Vapi Paper Mills Ltd.,Active,XT,10,INE464D01014,Paper & Paper Products,Equity,502589
329,Sintex Industries Ltd,SINTEX,Sintex Industries Ltd.,Active,B ,1,INE429C01035,Textiles,Equity,502742
330,"DCM Ltd.,",DCM,Dcm Ltd.,Active,B ,10,INE498A01018,Other Industrial Products,Equity,502820
331,"Gaekwar Mills Ltd.,",ZGAEKWAR,Gaekwar Mills Ltd.,Active,XT,10,INE837X01027,Textiles,Equity,502850
332,Forbes & Company Ltd,FORBESCO,Forbes & Company Ltd.-$,Active,B ,10,INE518A01013,Industrial Machinery,Equity,502865
333,"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,H.P.Cotton Textile Mills Ltd.,Active,X ,10,INE950C01014,Textiles,Equity,502873
334,United Interactive Limited,UNITEDINT,United Interactive Ltd.,Active,X ,10,INE706D01018,Internet Software & Services,Equity,502893
335,Kesoram Industries Ltd,KESORAMIND,Kesoram Industries Ltd.,Active,B ,10,INE087A01019,Diversified,Equity,502937
336,Lakshmi Mills Company ltd,LAKSHMIMIL,Lakshmi Mills Company Ltd.-$,Active,X ,100,INE938C01019,Textiles,Equity,502958
337,Vardhman Textiles Limted,VTL,Vardhman Textiles Ltd.,Active,A ,10,INE825A01012,Textiles,Equity,502986
338,Peninsula Land Limited,PENINLAND,Peninsula Land Ltd.,Active,T ,2,INE138A01028,Realty,Equity,503031
339,"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,Pasupati Spg.& Wvg.Mills Ltd.,Active,XT,10,INE909B01020,Textiles,Equity,503092
340,"The Phoenix Mills Ltd.,",PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2,INE211B01039,Realty,Equity,503100
341,Marathon Nextgen Realty Ltd,MARATHON,Marathon Nextgen Realty Ltd.,Active,B ,5,INE182D01020,Realty,Equity,503101
342,Raja Bahadur International Ltd,RAJABAH,Raja Bahadur International Ltd.,Active,XT,100,INE491N01016,Diversified,Equity,503127
343,"Reliance Chemotex Industries Ltd.,",RELCHEMQ,Reliance Chemotex Industries Ltd.-$,Active,X ,10,INE750D01016,Textiles,Equity,503162
344,"Ruby Mills Ltd.,",RUBYMILLS,Ruby Mills Ltd.,Active,B ,5,INE301D01026,Textiles,Equity,503169
345,Simplex Realty Limited,SIMPLXREA,Simplex Realty Ltd.,Active,X ,10,INE167H01014,Realty,Equity,503229
346,Swan Energy Ltd.,SWANENERGY,Swan Energy Ltd.,Active,A ,1,INE665A01038,Textiles,Equity,503310
347,"Victoria Mills Ltd.,",VICTMILL,Victoria Mills Ltd.,Active,X ,100,INE203D01016,Textiles,Equity,503349
348,"S.V. Trading & Agencies Ltd.,",ZSVTRADI,S.V.Trading & Agencies Ltd.,Active,XT,10,INE404N01019,Other Financial Services,Equity,503622
349,"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,Svaraj Trading & Agencies Ltd.,Active,X ,10,INE406N01014,Other Financial Services,Equity,503624
350,Kshitij Investments Ltd,KSHITIJ,Kshitiz Investment Ltd.,Active,Y ,10,NA          ,Other Financial Services,Equity,503626
351,"Shree Salasar Investment Ltd.,",SALSAIN,Shree Salasar Investment Ltd.,Active,XT,10,INE315N01017,Other Financial Services,Equity,503635
352,Indsoya Limited,INDSOYA,Indsoya Ltd.,Active,P ,10,INE314N01010,Misc.Commercial Services,Equity,503639
353,Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,Active,XT,1,INE945J01027,Consulting Services,Equity,503641
354,Veer Energy & Infrastructure Limited,VEERENRGY,Veer Energy & Infrastructure Ltd.,Active,X ,10,INE255E01030,Electric Utilities,Equity,503657
355,SW Investments Limited,SW1,Sw Investments Ltd,Active,XT,10,INE948K01011,Misc.Commercial Services,Equity,503659
356,Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,Active,X ,1,INE026L01022,Investment Companies,Equity,503663
357,K K Fincorp Limited,KKFIN,K K Fincorp Limited,Active,X ,10,INE509J01013,Misc.Commercial Services,Equity,503669
358,"Unijolly Investments Co. Ltd.,",UNIJOLL,Unijolly Investments Co.Ltd.,Active,XT,10,INE130N01010,Other Financial Services,Equity,503671
359,Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,Active,X ,2,INE786K01023,Misc.Commercial Services,Equity,503675
360,"Elcid Investments Ltd.,",ELCIDIN,Elcid Investments Ltd.,Active,XT,10,INE927X01018,Misc.Commercial Services,Equity,503681
361,"Healthy Investments Ltd.,",HEALINV,Healthy Investments Ltd.,Active,XT,10,INE160N01017,Misc.Commercial Services,Equity,503689
362,Sahara One Media And Entertainment Limited,SAHARA,Sahara One Media & Entertainment Ltd.-$,Active,XT,10,INE479B01016,Broadcasting & Cable TV,Equity,503691
363,"Shreenath Investments Co. Ltd.,",SHRENTI,Shreenath Investments Co.Ltd.,Active,XT,10,INE475V01012,Misc.Commercial Services,Equity,503696
364,"Banswara Syntex Ltd.,",BANSWRAS,Banswara Syntex Ltd.-$,Active,B ,10,INE629D01012,Textiles,Equity,503722
365,"Modella Woollens Ltd.,",MODWOOL,Modella Woollens Ltd.,Active,XT,10,INE380D01012,Comm.Trading  & Distribution,Equity,503772
366,"Modipon Ltd.,",MODIPON,Modipon Ltd.,Active,X ,10,INE170C01019,Agrochemicals,Equity,503776
367,"Shri Dinesh Mills Ltd.,",SHRIDINE,Shri Dinesh Mills Ltd.-$,Active,X ,10,INE204C01024,Textiles,Equity,503804
368,"SRF Ltd.,",SRF,Srf Ltd.,Active,A ,10,INE647A01010,Diversified,Equity,503806
369,"Siyaram Silk Mills Ltd.,",SIYSIL,Siyaram Silk Mills Ltd.-$,Active,B ,2,INE076B01028,Textiles,Equity,503811
370,"Swadeshi Polytex Ltd.,",SWADPOL,Swadeshi Polytex Ltd.,Active,XT,1,INE243N01029,Textiles,Equity,503816
371,"Shree Rajasthan Syntex Ltd.,",SHRAJSYNQ,Shree Rajasthan Syntex Ltd.-$,Active,XT,10,INE796C01011,Textiles,Equity,503837
372,"Shree Manufacturing Co. Ltd.,",SHRMFGC,Shree Manufacturing Co.Ltd.,Active,XT,10,INE632A01012,Textiles,Equity,503863
373,"Satyam Silk Mills Ltd.,",ZSATYASL,Satyam Silk Mills Ltd.,Active,P ,10,INE07MC01015,Other Financial Services,Equity,503893
374,"Bharat Bijlee Ltd.,",BBL,Bharat Bijlee Ltd.-$,Active,A ,10,INE464A01028,Other Elect.Equip./ Prod.,Equity,503960
375,"Elpro International Ltd.,",ELPROINTL,Elpro International Ltd.,Active,X ,1,INE579B01039,Other Elect.Equip./ Prod.,Equity,504000
